timestamp_utc,run_id,config,event_id,trace_day,minute_in_day,absolute_minute,relative_trace_second,scheduled_scaled_second,hash_app,hash_function,function_id,trigger,invocations_in_minute,cold_by_keepalive,storage_mode,image_load_ms,ready_ms,app_init_ms,runtime_sandbox_approx_ms,mode,gpu,cuda_init_ok,cuda_device_count,status,returncode,docker_cmd,stdout_tail,stderr_tail
2026-07-20T00:25:37.407294+00:00,20260719_192139,crun_cpu,44,d01,59,59,3480.0,69.60000000000001,4f169fb17b90fd318db981104b811dee2e145c767f843dda7afcce83bc62d4e0,a7f39da20cadec4da25fd661f10b838ba4b38e6ce976ce33d8365e91d0cf1326,4f169fb17b90fd318db981104b811dee2e145c767f843dda7afcce83bc62d4e0/a7f39da20cadec4da25fd661f10b838ba4b38e6ce976ce33d8365e91d0cf1326,timer,1,1,cached,,1758.96711,1.785379,1757.1817310000001,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 1.785379}
",
2026-07-20T00:25:39.487861+00:00,20260719_192139,crun_cpu,45,d01,59,59,3480.0,69.60000000000001,5ae85d3bea97d511fce803131bc3816697933b74393262ae69f87e4863fe17f9,0a7ad962650b4331b8c16e6e4aee58fe1123a0bdc125ef1992b39ec69aeb91c1,5ae85d3bea97d511fce803131bc3816697933b74393262ae69f87e4863fe17f9/0a7ad962650b4331b8c16e6e4aee58fe1123a0bdc125ef1992b39ec69aeb91c1,timer,1,1,cached,,1754.806577,2.54201,1752.2645670000002,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 2.54201}
",
2026-07-20T00:25:41.690911+00:00,20260719_192139,crun_cpu,46,d01,59,59,3480.0,69.60000000000001,9b4ba9fda6f685d8a855e7bc6ddcb01fc4162d4e5a8d65199a48875af248da37,426986c5ffe36b01ac065490a27bcb3f7b22ac9267704e84c997f76907e16de1,9b4ba9fda6f685d8a855e7bc6ddcb01fc4162d4e5a8d65199a48875af248da37/426986c5ffe36b01ac065490a27bcb3f7b22ac9267704e84c997f76907e16de1,queue,9,1,cached,,1923.683064,3.51641,1920.166654,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 3.51641}
",
2026-07-20T00:25:43.676838+00:00,20260719_192139,crun_cpu,47,d01,59,59,3480.0,69.60000000000001,9b4ba9fda6f685d8a855e7bc6ddcb01fc4162d4e5a8d65199a48875af248da37,d22311a39103821c8f1d623db1c594388b088e0903872d7c39c4c3cf5309083f,9b4ba9fda6f685d8a855e7bc6ddcb01fc4162d4e5a8d65199a48875af248da37/d22311a39103821c8f1d623db1c594388b088e0903872d7c39c4c3cf5309083f,orchestration,1,1,cached,,1738.698998,1.716558,1736.98244,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 1.716558}
",
2026-07-20T00:25:45.955389+00:00,20260719_192139,crun_cpu,48,d01,59,59,3480.0,69.60000000000001,a8af8e4b72b2c819d0d0b06984cd40887ad8fe6d3ab1012cdbfe463af1fd8350,7d3e306ee116f9ad89d1b9601a46f0507a0b3f21d650f5f38ec4eec19ebca1fb,a8af8e4b72b2c819d0d0b06984cd40887ad8fe6d3ab1012cdbfe463af1fd8350/7d3e306ee116f9ad89d1b9601a46f0507a0b3f21d650f5f38ec4eec19ebca1fb,queue,6,1,cached,,1929.747961,4.144071,1925.60389,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 4.144071}
",
2026-07-20T00:25:47.920304+00:00,20260719_192139,crun_cpu,49,d01,59,59,3480.0,69.60000000000001,ed9db9d74b1d55948cc6d6b833e53638b3f85426d25884c6488dcf883bf4aa2e,ec7ed7915ed63a3566add7c04a46beb13b598f990f222ab41dcfd27a717026ec,ed9db9d74b1d55948cc6d6b833e53638b3f85426d25884c6488dcf883bf4aa2e/ec7ed7915ed63a3566add7c04a46beb13b598f990f222ab41dcfd27a717026ec,timer,1,1,cached,,1640.961638,1.944356,1639.017282,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 1.944356}
",
2026-07-20T00:25:50.053349+00:00,20260719_192139,crun_cpu,50,d01,59,59,3480.0,69.60000000000001,f1b3e9c26d5d47b4bdfb0c5d89914ece2e2a76b48b7ed09979b7097757a5f035,42e01efa95362e3b07f674f229fe767fb6f79b351b0f3d60cefb021c5e2ef972,f1b3e9c26d5d47b4bdfb0c5d89914ece2e2a76b48b7ed09979b7097757a5f035/42e01efa95362e3b07f674f229fe767fb6f79b351b0f3d60cefb021c5e2ef972,queue,27,1,cached,,1800.559345,2.833508,1797.725837,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 2.833508}
",
2026-07-20T00:25:52.425569+00:00,20260719_192139,crun_cpu,51,d01,59,59,3480.0,69.60000000000001,f94272e7578b7170a4d648cf615cad59fa53c77b3b294e56a72093f843eecd6a,6cf5dbc0de68d182a0cfb325efaa166b80299e7d73602c82a4959128ff0de68f,f94272e7578b7170a4d648cf615cad59fa53c77b3b294e56a72093f843eecd6a/6cf5dbc0de68d182a0cfb325efaa166b80299e7d73602c82a4959128ff0de68f,queue,1,1,cached,,2008.922955,3.551807,2005.371148,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 3.551807}
",
2026-07-20T00:25:54.497166+00:00,20260719_192139,crun_cpu,52,d01,63,63,3720.0,74.4,62748773bfef739ca9e90db2ebd8647150a0d51aeef965b5a95286c26bec3650,3bfe246403b10c5c3ef2300e4b7d7393031784695582bf913625b353ab857d9f,62748773bfef739ca9e90db2ebd8647150a0d51aeef965b5a95286c26bec3650/3bfe246403b10c5c3ef2300e4b7d7393031784695582bf913625b353ab857d9f,http,1,1,cached,,1724.053927,3.462912,1720.591015,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 3.462912}
",
2026-07-20T00:25:56.471149+00:00,20260719_192139,crun_cpu,53,d01,68,68,4020.0,80.4,eb8c1929589bb307d0d101f92f8a923c96909abc82aea78cc284b65aee59c140,a53fe209012e4519de1aa9d0cb9976f27843b90b4c7dc925f7eb131fd75b9904,eb8c1929589bb307d0d101f92f8a923c96909abc82aea78cc284b65aee59c140/a53fe209012e4519de1aa9d0cb9976f27843b90b4c7dc925f7eb131fd75b9904,http,1,1,cached,,1722.039768,2.373633,1719.6661350000002,cpu,False,False,,ok,0,docker run --rm --pull=never --runtime=crun -e MODE=cpu coldstart-app:prelim,"{""mode"": ""cpu"", ""ready"": true, ""gpu_available"": false, ""cuda_init_ok"": false, ""cuda_device_count"": null, ""error"": null, ""digest_prefix"": ""2f43229187ba"", ""app_init_ms"": 2.373633}
",
